"cell_id";"years_sampled";"dataset"
1306;5;"GBIF"
1307;21;"GBIF"
1308;21;"GBIF"
1309;15;"GBIF"
1310;7;"GBIF"
1311;16;"GBIF"
1312;6;"GBIF"
1313;10;"GBIF"
1314;3;"GBIF"
1315;7;"GBIF"
1316;6;"GBIF"
1317;7;"GBIF"
1318;13;"GBIF"
1319;8;"GBIF"
1320;4;"GBIF"
1321;5;"GBIF"
1322;3;"GBIF"
1323;4;"GBIF"
1324;2;"GBIF"
1325;9;"GBIF"
1326;13;"GBIF"
1327;19;"GBIF"
1328;1;"GBIF"
1329;4;"GBIF"
1330;7;"GBIF"
1331;12;"GBIF"
1332;4;"GBIF"
1333;6;"GBIF"
1334;5;"GBIF"
1335;4;"GBIF"
1336;16;"GBIF"
1337;18;"GBIF"
1338;16;"GBIF"
1339;14;"GBIF"
1340;12;"GBIF"
1341;13;"GBIF"
1342;12;"GBIF"
1343;14;"GBIF"
1344;5;"GBIF"
1345;7;"GBIF"
1346;8;"GBIF"
1347;4;"GBIF"
1348;8;"GBIF"
1349;11;"GBIF"
1350;5;"GBIF"
1351;1;"GBIF"
1352;10;"GBIF"
1353;9;"GBIF"
1354;9;"GBIF"
1355;8;"GBIF"
1356;17;"GBIF"
1357;3;"GBIF"
1358;3;"GBIF"
1359;9;"GBIF"
1360;8;"GBIF"
1361;6;"GBIF"
1362;6;"GBIF"
1363;13;"GBIF"
1364;22;"GBIF"
1365;10;"GBIF"
1366;21;"GBIF"
1367;21;"GBIF"
1368;17;"GBIF"
1369;21;"GBIF"
1370;11;"GBIF"
1371;14;"GBIF"
1372;9;"GBIF"
1373;9;"GBIF"
1374;8;"GBIF"
1375;6;"GBIF"
1376;17;"GBIF"
1377;1;"GBIF"
1378;6;"GBIF"
1379;11;"GBIF"
1380;2;"GBIF"
1381;2;"GBIF"
1382;7;"GBIF"
1383;18;"GBIF"
1384;7;"GBIF"
1385;7;"GBIF"
1386;20;"GBIF"
1387;16;"GBIF"
1388;16;"GBIF"
1389;14;"GBIF"
1390;3;"GBIF"
1391;5;"GBIF"
1392;7;"GBIF"
1393;16;"GBIF"
1394;20;"GBIF"
1395;20;"GBIF"
1396;12;"GBIF"
1397;15;"GBIF"
1398;21;"GBIF"
1399;19;"GBIF"
1400;16;"GBIF"
1401;12;"GBIF"
1402;15;"GBIF"
1403;9;"GBIF"
1404;5;"GBIF"
1405;7;"GBIF"
1406;2;"GBIF"
1407;6;"GBIF"
1408;4;"GBIF"
1409;11;"GBIF"
1410;5;"GBIF"
1411;1;"GBIF"
1412;2;"GBIF"
1414;4;"GBIF"
1415;6;"GBIF"
1416;10;"GBIF"
1417;13;"GBIF"
1418;19;"GBIF"
1419;22;"GBIF"
1420;6;"GBIF"
1421;16;"GBIF"
1422;9;"GBIF"
1423;16;"GBIF"
1424;18;"GBIF"
1425;20;"GBIF"
1426;15;"GBIF"
1427;12;"GBIF"
1428;4;"GBIF"
1429;3;"GBIF"
1430;18;"GBIF"
1431;21;"GBIF"
1432;16;"GBIF"
1433;12;"GBIF"
1434;13;"GBIF"
1435;8;"GBIF"
1436;6;"GBIF"
1437;8;"GBIF"
1438;2;"GBIF"
1439;5;"GBIF"
1442;3;"GBIF"
1443;2;"GBIF"
1444;4;"GBIF"
1445;1;"GBIF"
1446;1;"GBIF"
1447;5;"GBIF"
1448;4;"GBIF"
1449;3;"GBIF"
1450;12;"GBIF"
1451;12;"GBIF"
1452;5;"GBIF"
1453;4;"GBIF"
1454;6;"GBIF"
1455;2;"GBIF"
1456;4;"GBIF"
1457;8;"GBIF"
1458;10;"GBIF"
1459;6;"GBIF"
1461;8;"GBIF"
1462;6;"GBIF"
1463;16;"GBIF"
1464;18;"GBIF"
1465;16;"GBIF"
1466;11;"GBIF"
1467;10;"GBIF"
1468;4;"GBIF"
1469;4;"GBIF"
1470;6;"GBIF"
1471;6;"GBIF"
1472;1;"GBIF"
1473;4;"GBIF"
1474;5;"GBIF"
1475;5;"GBIF"
1476;6;"GBIF"
1477;1;"GBIF"
1478;6;"GBIF"
1479;1;"GBIF"
1480;4;"GBIF"
1481;5;"GBIF"
1482;6;"GBIF"
1484;3;"GBIF"
1485;7;"GBIF"
1486;5;"GBIF"
1487;5;"GBIF"
1488;11;"GBIF"
1489;15;"GBIF"
1490;15;"GBIF"
1491;12;"GBIF"
1492;10;"GBIF"
1493;10;"GBIF"
1494;4;"GBIF"
1495;8;"GBIF"
1496;7;"GBIF"
1497;4;"GBIF"
1498;2;"GBIF"
1499;10;"GBIF"
1500;5;"GBIF"
1501;5;"GBIF"
1502;6;"GBIF"
1503;5;"GBIF"
1504;2;"GBIF"
1505;5;"GBIF"
1506;6;"GBIF"
1507;5;"GBIF"
1508;4;"GBIF"
1509;5;"GBIF"
1510;7;"GBIF"
1511;4;"GBIF"
1512;5;"GBIF"
1513;4;"GBIF"
1514;14;"GBIF"
1515;18;"GBIF"
1516;20;"GBIF"
1517;4;"GBIF"
1518;8;"GBIF"
1519;8;"GBIF"
1520;10;"GBIF"
1521;10;"GBIF"
1522;2;"GBIF"
1523;12;"GBIF"
1524;5;"GBIF"
1525;1;"GBIF"
1526;4;"GBIF"
1527;2;"GBIF"
1528;4;"GBIF"
1529;4;"GBIF"
1530;5;"GBIF"
1531;4;"GBIF"
1532;5;"GBIF"
1533;4;"GBIF"
1534;9;"GBIF"
1535;5;"GBIF"
1536;5;"GBIF"
1537;4;"GBIF"
1538;7;"GBIF"
1539;1;"GBIF"
1540;4;"GBIF"
1541;9;"GBIF"
1542;7;"GBIF"
1543;9;"GBIF"
1544;10;"GBIF"
1545;21;"GBIF"
1546;16;"GBIF"
1547;9;"GBIF"
1548;7;"GBIF"
1549;3;"GBIF"
1550;5;"GBIF"
1551;12;"GBIF"
1552;4;"GBIF"
1553;6;"GBIF"
1554;6;"GBIF"
1555;5;"GBIF"
1556;10;"GBIF"
1557;8;"GBIF"
1558;7;"GBIF"
1559;4;"GBIF"
1560;3;"GBIF"
1561;2;"GBIF"
1562;3;"GBIF"
1563;1;"GBIF"
1564;4;"GBIF"
1565;6;"GBIF"
1566;4;"GBIF"
1567;18;"GBIF"
1568;10;"GBIF"
1569;8;"GBIF"
1570;7;"GBIF"
1571;7;"GBIF"
1572;5;"GBIF"
1573;8;"GBIF"
1574;10;"GBIF"
1575;6;"GBIF"
1576;12;"GBIF"
1577;2;"GBIF"
1578;16;"GBIF"
1579;2;"GBIF"
1580;22;"GBIF"
1581;8;"GBIF"
1582;2;"GBIF"
1583;3;"GBIF"
1584;2;"GBIF"
1585;1;"GBIF"
1586;1;"GBIF"
1587;2;"GBIF"
1588;6;"GBIF"
1590;2;"GBIF"
1591;20;"GBIF"
1592;3;"GBIF"
1593;1;"GBIF"
1594;11;"GBIF"
1595;6;"GBIF"
1596;5;"GBIF"
1597;6;"GBIF"
1598;2;"GBIF"
1599;2;"GBIF"
1600;5;"GBIF"
1601;3;"GBIF"
1602;3;"GBIF"
1603;2;"GBIF"
1604;9;"GBIF"
1605;10;"GBIF"
1606;6;"GBIF"
1607;1;"GBIF"
1608;2;"GBIF"
1610;3;"GBIF"
1611;3;"GBIF"
1612;5;"GBIF"
1614;4;"GBIF"
1615;9;"GBIF"
1616;8;"GBIF"
1617;7;"GBIF"
1618;1;"GBIF"
1619;2;"GBIF"
1620;2;"GBIF"
1621;2;"GBIF"
1622;1;"GBIF"
1623;1;"GBIF"
1624;4;"GBIF"
1625;2;"GBIF"
1626;3;"GBIF"
1627;4;"GBIF"
1628;3;"GBIF"
1629;4;"GBIF"
1630;3;"GBIF"
1631;1;"GBIF"
1633;2;"GBIF"
1634;4;"GBIF"
1636;1;"GBIF"
1637;2;"GBIF"
1638;2;"GBIF"
1639;16;"GBIF"
1640;22;"GBIF"
1641;5;"GBIF"
1642;2;"GBIF"
1643;1;"GBIF"
1644;12;"GBIF"
1645;4;"GBIF"
1647;4;"GBIF"
1648;1;"GBIF"
1649;3;"GBIF"
1650;4;"GBIF"
1651;2;"GBIF"
1652;2;"GBIF"
1653;4;"GBIF"
1654;6;"GBIF"
1655;8;"GBIF"
1656;7;"GBIF"
1657;1;"GBIF"
1660;1;"GBIF"
1661;4;"GBIF"
1662;12;"GBIF"
1663;4;"GBIF"
1665;4;"GBIF"
1666;6;"GBIF"
1667;3;"GBIF"
1669;4;"GBIF"
1670;2;"GBIF"
1671;4;"GBIF"
1672;2;"GBIF"
1673;7;"GBIF"
1674;5;"GBIF"
1676;5;"GBIF"
1677;1;"GBIF"
1678;1;"GBIF"
1680;1;"GBIF"
1681;2;"GBIF"
1682;6;"GBIF"
1683;11;"GBIF"
1684;6;"GBIF"
1685;11;"GBIF"
1686;2;"GBIF"
1687;3;"GBIF"
1688;7;"GBIF"
1689;5;"GBIF"
1690;5;"GBIF"
1691;10;"GBIF"
1692;5;"GBIF"
1693;4;"GBIF"
1694;3;"GBIF"
1695;6;"GBIF"
1696;3;"GBIF"
1697;6;"GBIF"
1698;1;"GBIF"
1699;7;"GBIF"
1700;2;"GBIF"
1701;3;"GBIF"
1702;2;"GBIF"
1703;6;"GBIF"
1704;9;"GBIF"
1705;17;"GBIF"
1707;11;"GBIF"
1708;6;"GBIF"
1709;8;"GBIF"
1710;5;"GBIF"
1711;1;"GBIF"
1712;2;"GBIF"
1713;2;"GBIF"
1714;3;"GBIF"
1715;15;"GBIF"
1716;9;"GBIF"
1717;14;"GBIF"
1718;3;"GBIF"
1719;2;"GBIF"
1720;5;"GBIF"
1721;11;"GBIF"
1722;2;"GBIF"
1723;1;"GBIF"
1724;1;"GBIF"
1725;5;"GBIF"
1726;17;"GBIF"
1727;23;"GBIF"
1728;6;"GBIF"
1729;20;"GBIF"
1730;8;"GBIF"
1731;6;"GBIF"
1732;2;"GBIF"
1733;3;"GBIF"
1734;1;"GBIF"
1735;1;"GBIF"
1736;1;"GBIF"
1737;2;"GBIF"
1738;6;"GBIF"
1739;8;"GBIF"
1740;2;"GBIF"
1741;2;"GBIF"
1742;7;"GBIF"
1743;7;"GBIF"
1744;1;"GBIF"
1745;6;"GBIF"
1746;5;"GBIF"
1747;1;"GBIF"
1748;19;"GBIF"
1749;22;"GBIF"
1750;9;"GBIF"
1751;11;"GBIF"
1752;4;"GBIF"
1753;14;"GBIF"
1754;3;"GBIF"
1755;5;"GBIF"
1756;3;"GBIF"
1757;2;"GBIF"
1758;2;"GBIF"
1759;1;"GBIF"
1760;10;"GBIF"
1761;3;"GBIF"
1762;4;"GBIF"
1763;5;"GBIF"
1764;18;"GBIF"
1765;2;"GBIF"
1766;3;"GBIF"
1767;3;"GBIF"
1768;1;"GBIF"
1769;6;"GBIF"
1770;12;"GBIF"
1771;3;"GBIF"
1772;14;"GBIF"
1773;14;"GBIF"
1774;8;"GBIF"
1775;7;"GBIF"
1776;5;"GBIF"
1777;4;"GBIF"
1778;1;"GBIF"
1779;2;"GBIF"
1780;3;"GBIF"
1781;4;"GBIF"
1782;4;"GBIF"
1783;3;"GBIF"
1784;5;"GBIF"
1786;4;"GBIF"
1787;4;"GBIF"
1788;7;"GBIF"
1789;2;"GBIF"
1790;10;"GBIF"
1791;8;"GBIF"
1793;20;"GBIF"
1794;6;"GBIF"
1795;9;"GBIF"
1796;9;"GBIF"
1797;14;"GBIF"
1798;7;"GBIF"
1799;2;"GBIF"
1800;1;"GBIF"
1801;5;"GBIF"
1802;4;"GBIF"
1803;7;"GBIF"
1804;3;"GBIF"
1807;2;"GBIF"
1808;7;"GBIF"
1809;6;"GBIF"
1810;3;"GBIF"
1811;2;"GBIF"
1812;7;"GBIF"
1814;18;"GBIF"
1815;12;"GBIF"
1816;12;"GBIF"
1817;10;"GBIF"
1818;3;"GBIF"
1819;2;"GBIF"
1820;16;"GBIF"
1821;4;"GBIF"
1822;2;"GBIF"
1825;5;"GBIF"
1826;3;"GBIF"
1827;3;"GBIF"
1828;5;"GBIF"
1829;4;"GBIF"
1830;7;"GBIF"
1831;4;"GBIF"
1832;3;"GBIF"
1833;6;"GBIF"
1834;21;"GBIF"
1835;1;"GBIF"
1836;6;"GBIF"
1837;12;"GBIF"
1838;2;"GBIF"
1839;9;"GBIF"
1840;11;"GBIF"
1841;2;"GBIF"
1842;5;"GBIF"
1843;23;"GBIF"
1844;9;"GBIF"
1845;7;"GBIF"
1847;2;"GBIF"
1849;1;"GBIF"
1850;2;"GBIF"
1851;3;"GBIF"
1852;6;"GBIF"
1853;4;"GBIF"
1854;3;"GBIF"
1855;7;"GBIF"
1856;5;"GBIF"
1857;11;"GBIF"
1859;3;"GBIF"
1860;9;"GBIF"
1862;11;"GBIF"
1863;3;"GBIF"
1864;5;"GBIF"
1865;1;"GBIF"
1866;5;"GBIF"
1867;22;"GBIF"
1868;21;"GBIF"
1869;7;"GBIF"
1870;2;"GBIF"
1872;2;"GBIF"
1873;1;"GBIF"
1874;1;"GBIF"
1875;6;"GBIF"
1876;5;"GBIF"
1877;5;"GBIF"
1878;7;"GBIF"
1879;3;"GBIF"
1881;5;"GBIF"
1882;2;"GBIF"
1883;15;"GBIF"
1884;4;"GBIF"
1885;1;"GBIF"
1886;2;"GBIF"
1887;2;"GBIF"
1888;2;"GBIF"
1889;1;"GBIF"
1890;2;"GBIF"
1891;5;"GBIF"
1892;8;"GBIF"
1893;16;"GBIF"
1894;1;"GBIF"
1895;1;"GBIF"
1896;2;"GBIF"
1897;3;"GBIF"
1898;3;"GBIF"
1899;8;"GBIF"
1900;8;"GBIF"
1901;11;"GBIF"
1902;4;"GBIF"
1903;7;"GBIF"
1904;12;"GBIF"
1905;3;"GBIF"
1906;5;"GBIF"
1907;12;"GBIF"
1908;3;"GBIF"
1910;2;"GBIF"
1911;1;"GBIF"
1912;2;"GBIF"
1913;1;"GBIF"
1914;2;"GBIF"
1915;4;"GBIF"
1916;19;"GBIF"
1917;5;"GBIF"
1919;3;"GBIF"
1920;7;"GBIF"
1921;11;"GBIF"
1922;3;"GBIF"
1923;6;"GBIF"
1924;9;"GBIF"
1925;17;"GBIF"
1926;18;"GBIF"
1927;20;"GBIF"
1928;12;"GBIF"
1929;8;"GBIF"
1931;2;"GBIF"
1932;1;"GBIF"
1933;1;"GBIF"
1934;3;"GBIF"
1935;4;"GBIF"
1936;4;"GBIF"
1937;5;"GBIF"
1938;6;"GBIF"
1939;17;"GBIF"
1940;2;"GBIF"
1941;12;"GBIF"
1942;11;"GBIF"
1943;10;"GBIF"
1944;5;"GBIF"
1945;5;"GBIF"
1946;14;"GBIF"
1947;19;"GBIF"
1949;6;"GBIF"
1950;17;"GBIF"
1951;2;"GBIF"
1952;2;"GBIF"
1953;3;"GBIF"
1954;1;"GBIF"
1955;1;"GBIF"
1956;3;"GBIF"
1957;1;"GBIF"
1958;4;"GBIF"
1959;3;"GBIF"
1960;6;"GBIF"
1961;7;"GBIF"
1962;7;"GBIF"
1963;8;"GBIF"
1964;10;"GBIF"
1965;7;"GBIF"
1966;4;"GBIF"
1967;3;"GBIF"
1968;5;"GBIF"
1969;11;"GBIF"
1970;14;"GBIF"
1972;8;"GBIF"
1973;21;"GBIF"
1974;7;"GBIF"
1975;22;"GBIF"
1977;1;"GBIF"
1978;1;"GBIF"
1980;1;"GBIF"
1981;1;"GBIF"
1982;5;"GBIF"
1983;8;"GBIF"
1985;2;"GBIF"
1986;4;"GBIF"
1987;3;"GBIF"
1988;1;"GBIF"
1989;7;"GBIF"
1990;8;"GBIF"
1991;4;"GBIF"
1992;5;"GBIF"
1993;12;"GBIF"
1994;22;"GBIF"
1995;19;"GBIF"
1996;1;"GBIF"
1997;4;"GBIF"
1998;19;"GBIF"
1999;19;"GBIF"
2000;3;"GBIF"
2002;4;"GBIF"
2005;7;"GBIF"
2006;5;"GBIF"
2007;2;"GBIF"
2008;5;"GBIF"
2010;2;"GBIF"
2011;14;"GBIF"
2012;12;"GBIF"
2013;4;"GBIF"
2014;4;"GBIF"
2015;5;"GBIF"
2016;9;"GBIF"
2017;9;"GBIF"
2018;10;"GBIF"
2019;22;"GBIF"
2020;22;"GBIF"
2021;15;"GBIF"
2023;11;"GBIF"
2024;6;"GBIF"
2025;5;"GBIF"
2026;8;"GBIF"
2027;4;"GBIF"
2028;1;"GBIF"
2029;2;"GBIF"
2030;1;"GBIF"
2032;1;"GBIF"
2033;3;"GBIF"
2034;5;"GBIF"
2035;8;"GBIF"
2036;6;"GBIF"
2037;9;"GBIF"
2038;9;"GBIF"
2039;4;"GBIF"
2040;6;"GBIF"
2041;4;"GBIF"
2042;3;"GBIF"
2043;4;"GBIF"
2044;4;"GBIF"
2045;6;"GBIF"
2046;20;"GBIF"
2047;18;"GBIF"
2048;22;"GBIF"
2049;13;"GBIF"
2050;6;"GBIF"
2052;19;"GBIF"
2053;1;"GBIF"
2054;6;"GBIF"
2055;5;"GBIF"
2056;2;"GBIF"
2057;3;"GBIF"
2058;3;"GBIF"
2059;19;"GBIF"
2060;12;"GBIF"
2061;2;"GBIF"
2062;1;"GBIF"
2063;5;"GBIF"
2064;2;"GBIF"
2065;3;"GBIF"
2066;5;"GBIF"
2067;3;"GBIF"
2069;3;"GBIF"
2070;7;"GBIF"
2071;4;"GBIF"
2072;4;"GBIF"
2073;4;"GBIF"
2074;4;"GBIF"
2075;9;"GBIF"
2076;8;"GBIF"
2077;8;"GBIF"
2078;16;"GBIF"
2079;17;"GBIF"
2080;14;"GBIF"
2081;18;"GBIF"
2082;20;"GBIF"
2083;14;"GBIF"
2084;1;"GBIF"
2085;17;"GBIF"
2086;19;"GBIF"
2087;17;"GBIF"
2088;12;"GBIF"
2089;1;"GBIF"
2090;3;"GBIF"
2091;3;"GBIF"
2093;21;"GBIF"
2094;4;"GBIF"
2095;1;"GBIF"
2096;1;"GBIF"
2097;5;"GBIF"
2098;2;"GBIF"
2099;2;"GBIF"
2102;5;"GBIF"
2103;2;"GBIF"
2104;5;"GBIF"
2105;2;"GBIF"
2106;6;"GBIF"
2107;4;"GBIF"
2108;3;"GBIF"
2109;4;"GBIF"
2110;4;"GBIF"
2111;18;"GBIF"
2112;12;"GBIF"
2113;12;"GBIF"
2114;21;"GBIF"
2115;18;"GBIF"
2116;20;"GBIF"
2117;17;"GBIF"
2119;11;"GBIF"
2120;16;"GBIF"
2121;3;"GBIF"
2123;2;"GBIF"
2125;4;"GBIF"
2126;2;"GBIF"
2128;13;"GBIF"
2129;15;"GBIF"
2130;1;"GBIF"
2131;16;"GBIF"
2132;4;"GBIF"
2134;2;"GBIF"
2135;2;"GBIF"
2136;2;"GBIF"
2137;12;"GBIF"
2138;12;"GBIF"
2139;2;"GBIF"
2140;3;"GBIF"
2141;18;"GBIF"
2142;5;"GBIF"
2143;3;"GBIF"
2144;3;"GBIF"
2145;11;"GBIF"
2146;15;"GBIF"
2147;5;"GBIF"
2149;4;"GBIF"
2150;13;"GBIF"
2151;13;"GBIF"
2152;4;"GBIF"
2153;18;"GBIF"
2154;13;"GBIF"
2155;5;"GBIF"
2156;11;"GBIF"
2157;5;"GBIF"
2158;3;"GBIF"
2159;6;"GBIF"
2160;2;"GBIF"
2161;1;"GBIF"
2162;17;"GBIF"
2163;5;"GBIF"
2164;2;"GBIF"
2165;19;"GBIF"
2166;5;"GBIF"
2167;1;"GBIF"
2168;5;"GBIF"
2169;3;"GBIF"
2170;3;"GBIF"
2171;8;"GBIF"
2172;6;"GBIF"
2173;2;"GBIF"
2174;6;"GBIF"
2175;4;"GBIF"
2176;10;"GBIF"
2177;3;"GBIF"
2178;1;"GBIF"
2179;1;"GBIF"
2181;11;"GBIF"
2182;4;"GBIF"
2183;9;"GBIF"
2184;3;"GBIF"
2185;3;"GBIF"
2186;2;"GBIF"
2187;10;"GBIF"
2188;10;"GBIF"
2189;1;"GBIF"
2190;2;"GBIF"
2191;4;"GBIF"
2192;2;"GBIF"
2193;3;"GBIF"
2194;9;"GBIF"
2195;6;"GBIF"
2196;8;"GBIF"
2197;3;"GBIF"
2198;5;"GBIF"
2199;9;"GBIF"
2200;4;"GBIF"
2201;3;"GBIF"
2202;16;"GBIF"
2203;8;"GBIF"
2204;3;"GBIF"
2205;3;"GBIF"
2206;3;"GBIF"
2207;9;"GBIF"
2208;1;"GBIF"
2209;3;"GBIF"
2210;7;"GBIF"
2211;9;"GBIF"
2212;4;"GBIF"
2214;2;"GBIF"
2215;3;"GBIF"
2216;21;"GBIF"
2217;14;"GBIF"
2218;2;"GBIF"
2219;1;"GBIF"
2220;8;"GBIF"
2222;5;"GBIF"
2223;6;"GBIF"
2224;6;"GBIF"
2225;2;"GBIF"
2226;4;"GBIF"
2227;5;"GBIF"
2228;3;"GBIF"
2229;7;"GBIF"
2230;5;"GBIF"
2231;4;"GBIF"
2232;4;"GBIF"
2233;4;"GBIF"
2234;9;"GBIF"
2237;2;"GBIF"
2238;4;"GBIF"
2240;6;"GBIF"
2241;3;"GBIF"
2242;5;"GBIF"
2243;13;"GBIF"
2244;18;"GBIF"
2245;22;"GBIF"
2246;2;"GBIF"
2247;2;"GBIF"
2248;1;"GBIF"
2249;16;"GBIF"
2250;4;"GBIF"
2251;20;"GBIF"
2252;15;"GBIF"
2253;5;"GBIF"
2254;4;"GBIF"
2255;4;"GBIF"
2256;3;"GBIF"
2257;2;"GBIF"
2258;3;"GBIF"
2259;4;"GBIF"
2260;5;"GBIF"
2261;12;"GBIF"
2262;7;"GBIF"
2264;2;"GBIF"
2265;3;"GBIF"
2266;2;"GBIF"
2267;5;"GBIF"
2268;4;"GBIF"
2269;4;"GBIF"
2270;10;"GBIF"
2271;10;"GBIF"
2272;9;"GBIF"
2273;2;"GBIF"
2274;2;"GBIF"
2275;6;"GBIF"
2276;2;"GBIF"
2277;10;"GBIF"
2278;7;"GBIF"
2279;19;"GBIF"
2280;11;"GBIF"
2281;2;"GBIF"
2282;4;"GBIF"
2283;5;"GBIF"
2284;2;"GBIF"
2285;3;"GBIF"
2286;4;"GBIF"
2287;3;"GBIF"
2288;5;"GBIF"
2289;17;"GBIF"
2290;2;"GBIF"
2291;2;"GBIF"
2292;2;"GBIF"
2294;3;"GBIF"
2295;6;"GBIF"
2296;2;"GBIF"
2297;1;"GBIF"
2298;2;"GBIF"
2299;14;"GBIF"
2300;2;"GBIF"
2302;2;"GBIF"
2303;10;"GBIF"
2304;4;"GBIF"
2305;3;"GBIF"
2306;5;"GBIF"
2307;5;"GBIF"
2308;1;"GBIF"
2309;2;"GBIF"
2310;1;"GBIF"
2311;3;"GBIF"
2312;4;"GBIF"
2313;6;"GBIF"
2314;3;"GBIF"
2315;8;"GBIF"
2316;18;"GBIF"
2318;1;"GBIF"
2319;2;"GBIF"
2320;5;"GBIF"
2321;1;"GBIF"
2322;2;"GBIF"
2323;17;"GBIF"
2324;16;"GBIF"
2325;1;"GBIF"
2326;3;"GBIF"
2327;9;"GBIF"
2328;11;"GBIF"
2330;2;"GBIF"
2331;3;"GBIF"
2332;8;"GBIF"
2333;13;"GBIF"
2334;18;"GBIF"
2335;2;"GBIF"
2336;1;"GBIF"
2337;1;"GBIF"
2338;3;"GBIF"
2339;1;"GBIF"
2341;3;"GBIF"
2342;3;"GBIF"
2343;7;"GBIF"
2344;1;"GBIF"
2345;2;"GBIF"
2346;3;"GBIF"
2347;2;"GBIF"
2348;6;"GBIF"
2349;13;"GBIF"
2350;15;"GBIF"
2351;13;"GBIF"
2352;11;"GBIF"
2353;8;"GBIF"
2354;6;"GBIF"
2355;3;"GBIF"
2356;10;"GBIF"
2357;4;"GBIF"
2358;4;"GBIF"
2359;7;"GBIF"
2361;2;"GBIF"
2362;5;"GBIF"
2363;12;"GBIF"
2364;1;"GBIF"
2366;1;"GBIF"
2367;2;"GBIF"
2369;3;"GBIF"
2370;2;"GBIF"
2371;3;"GBIF"
2372;2;"GBIF"
2373;10;"GBIF"
2374;19;"GBIF"
2375;1;"GBIF"
2376;7;"GBIF"
2377;17;"GBIF"
2378;10;"GBIF"
2379;6;"GBIF"
2380;1;"GBIF"
2382;16;"GBIF"
2383;16;"GBIF"
2384;13;"GBIF"
2385;18;"GBIF"
2386;2;"GBIF"
2387;5;"GBIF"
2388;1;"GBIF"
2389;2;"GBIF"
2393;2;"GBIF"
2394;12;"GBIF"
2395;2;"GBIF"
2396;4;"GBIF"
2397;5;"GBIF"
2398;9;"GBIF"
2399;5;"GBIF"
2400;18;"GBIF"
2402;5;"GBIF"
2404;22;"GBIF"
2405;17;"GBIF"
2406;19;"GBIF"
2407;22;"GBIF"
2408;17;"GBIF"
2409;5;"GBIF"
2410;1;"GBIF"
2411;1;"GBIF"
2412;3;"GBIF"
2413;6;"GBIF"
2414;21;"GBIF"
2415;6;"GBIF"
2416;3;"GBIF"
2417;8;"GBIF"
2419;1;"GBIF"
2420;3;"GBIF"
2423;1;"GBIF"
2424;4;"GBIF"
2425;6;"GBIF"
2426;3;"GBIF"
2427;2;"GBIF"
2428;3;"GBIF"
2429;8;"GBIF"
2430;3;"GBIF"
2431;1;"GBIF"
2432;1;"GBIF"
2433;6;"GBIF"
2434;18;"GBIF"
2435;3;"GBIF"
2436;22;"GBIF"
2437;22;"GBIF"
2438;13;"GBIF"
2439;17;"GBIF"
2440;3;"GBIF"
2441;3;"GBIF"
2442;2;"GBIF"
2443;4;"GBIF"
2444;7;"GBIF"
2445;3;"GBIF"
2446;2;"GBIF"
2447;11;"GBIF"
2448;5;"GBIF"
2450;8;"GBIF"
2451;9;"GBIF"
2452;3;"GBIF"
2454;1;"GBIF"
2455;1;"GBIF"
2456;5;"GBIF"
2457;14;"GBIF"
2458;9;"GBIF"
2459;3;"GBIF"
2460;3;"GBIF"
2461;2;"GBIF"
2462;1;"GBIF"
2463;2;"GBIF"
2464;3;"GBIF"
2465;1;"GBIF"
2466;12;"GBIF"
2467;16;"GBIF"
2468;8;"GBIF"
2469;22;"GBIF"
2470;16;"GBIF"
2471;19;"GBIF"
2472;3;"GBIF"
2473;6;"GBIF"
2474;10;"GBIF"
2475;14;"GBIF"
2476;9;"GBIF"
2477;5;"GBIF"
2478;14;"GBIF"
2479;5;"GBIF"
2481;1;"GBIF"
2482;4;"GBIF"
2483;4;"GBIF"
2484;2;"GBIF"
2485;1;"GBIF"
2486;4;"GBIF"
2487;1;"GBIF"
2488;3;"GBIF"
2489;2;"GBIF"
2490;4;"GBIF"
2491;5;"GBIF"
2492;6;"GBIF"
2493;15;"GBIF"
2494;1;"GBIF"
2495;2;"GBIF"
2496;2;"GBIF"
2497;3;"GBIF"
2498;2;"GBIF"
2499;13;"GBIF"
2500;18;"GBIF"
2501;2;"GBIF"
2502;18;"GBIF"
2503;9;"GBIF"
2504;4;"GBIF"
2505;21;"GBIF"
2506;21;"GBIF"
2507;13;"GBIF"
2508;5;"GBIF"
2509;5;"GBIF"
2510;15;"GBIF"
2512;3;"GBIF"
2513;6;"GBIF"
2514;4;"GBIF"
2515;4;"GBIF"
2516;4;"GBIF"
2517;13;"GBIF"
2518;3;"GBIF"
2520;1;"GBIF"
2521;1;"GBIF"
2522;2;"GBIF"
2523;7;"GBIF"
2524;8;"GBIF"
2525;2;"GBIF"
2527;1;"GBIF"
2528;4;"GBIF"
2529;2;"GBIF"
2530;4;"GBIF"
2531;1;"GBIF"
2532;21;"GBIF"
2533;1;"GBIF"
2534;2;"GBIF"
2535;2;"GBIF"
2536;18;"GBIF"
2537;21;"GBIF"
2538;11;"GBIF"
2539;10;"GBIF"
2540;1;"GBIF"
2541;11;"GBIF"
2542;7;"GBIF"
2543;3;"GBIF"
2544;8;"GBIF"
2545;3;"GBIF"
2546;3;"GBIF"
2547;3;"GBIF"
2548;8;"GBIF"
2549;7;"GBIF"
2550;3;"GBIF"
2551;3;"GBIF"
2554;3;"GBIF"
2555;19;"GBIF"
2556;21;"GBIF"
2557;2;"GBIF"
2558;3;"GBIF"
