"cell_id";"environmental_factor";"value"
26;"temp_meanColdQtr";12,6966349125003
26;"temp_meanWarmQtr";19,7180752365593
26;"temp_seasonality";2,86983579769509
27;"elevation";51,2243584202454
27;"humidity_meanAnn";81,0128692388535
27;"precip_ann";1346,59935274746
27;"precip_driestQtr";262,518765449524
27;"precip_seasonality";27,4194693863392
27;"precip_wettestQtr";519,399657249451
27;"slope_deg";7,53925778163594
27;"temp_meanAnn";15,7387479841709
27;"temp_meanColdQtr";12,5838765054941
27;"temp_meanWarmQtr";19,7025966346264
27;"temp_seasonality";2,89782628789544
28;"elevation";NA
28;"humidity_meanAnn";81,3778519025403
28;"precip_ann";NA
28;"precip_driestQtr";274,28902837162
28;"precip_seasonality";26,9591730129846
28;"precip_wettestQtr";538,952505098719
28;"slope_deg";NA
28;"temp_meanAnn";15,4113722746965
28;"temp_meanColdQtr";12,2001092153573
28;"temp_meanWarmQtr";19,3717978035396
28;"temp_seasonality";2,9228517015775
29;"elevation";28,8637034570153
29;"humidity_meanAnn";80,9857650201335
29;"precip_ann";1162,89266343298
29;"precip_driestQtr";233,699637989891
29;"precip_seasonality";25,8650280870877
29;"precip_wettestQtr";418,141296223565
29;"slope_deg";0,690322873790238
29;"temp_meanAnn";15,8321291577306
29;"temp_meanColdQtr";12,8378295881442
29;"temp_meanWarmQtr";19,5727998112952
29;"temp_seasonality";2,76530119527867
30;"elevation";12,4685103671156
30;"humidity_meanAnn";81
30;"precip_ann";1206,54761730167
30;"precip_driestQtr";249,469500106782
30;"precip_seasonality";25,6429204769431
30;"precip_wettestQtr";446,295723495255
30;"slope_deg";0,319739613142669
30;"temp_meanAnn";15,8868805347591
30;"temp_meanColdQtr";12,7677552565677
30;"temp_meanWarmQtr";19,6777859243034
30;"temp_seasonality";2,82795727064718
31;"elevation";12,746062484537
31;"humidity_meanAnn";81,0451933454602
31;"precip_ann";1348,64015875604
31;"precip_driestQtr";272,12533217356
31;"precip_seasonality";25,4541820304752
31;"precip_wettestQtr";495,933205734016
31;"slope_deg";0,294609007547606
31;"temp_meanAnn";15,7043815807481
31;"temp_meanColdQtr";12,3420948380386
31;"temp_meanWarmQtr";19,553425577984
31;"temp_seasonality";2,93539908223819
32;"elevation";71,7313170533962
32;"humidity_meanAnn";81,2792211333068
32;"precip_ann";1546,97128590189
32;"precip_driestQtr";285,44908891486
32;"precip_seasonality";25,8240249432897
32;"precip_wettestQtr";535,62907701481
32;"slope_deg";9,45413389971266
32;"temp_meanAnn";15,5941303883835
32;"temp_meanColdQtr";12,206091606095
32;"temp_meanWarmQtr";19,5027689307399
32;"temp_seasonality";2,96246734565532
33;"elevation";102,61654241026
33;"humidity_meanAnn";81,4705209465446
33;"precip_ann";1585,48738810221
33;"precip_driestQtr";290,657199539479
33;"precip_seasonality";26,380847876721
33;"precip_wettestQtr";562,409079853464
33;"slope_deg";10,1428630433313
33;"temp_meanAnn";15,4885297769252
33;"temp_meanColdQtr";11,9559261099459
33;"temp_meanWarmQtr";19,4226358697504
33;"temp_seasonality";3,0314999015985
34;"elevation";83,8204086382862
34;"humidity_meanAnn";81,6447843815198
34;"precip_ann";1579,08001264554
34;"precip_driestQtr";294,175863277993
34;"precip_seasonality";26,4659370537102
34;"precip_wettestQtr";575,654478175377
34;"slope_deg";9,14809801797217
34;"temp_meanAnn";15,2850378156758
34;"temp_meanColdQtr";11,7912297649705
34;"temp_meanWarmQtr";19,2462639749845
34;"temp_seasonality";3,02834797220569
35;"elevation";42,0915980682099
35;"humidity_meanAnn";81,5331979346608
35;"precip_ann";1478,97727225167
35;"precip_driestQtr";272,917473506667
35;"precip_seasonality";28,2497421057108
35;"precip_wettestQtr";566,517624883356
35;"slope_deg";9,82083743725504
35;"temp_meanAnn";15,2783785608641
35;"temp_meanColdQtr";11,748731975283
35;"temp_meanWarmQtr";19,2762792887571
35;"temp_seasonality";3,05284442619993
36;"elevation";25,6404250943384
36;"humidity_meanAnn";81,5530135934587
36;"precip_ann";1358,53189641779
36;"precip_driestQtr";242,817580660053
36;"precip_seasonality";30,753705507415
36;"precip_wettestQtr";546,3142370236
36;"slope_deg";5,43514035506682
36;"temp_meanAnn";15,2153850333582
36;"temp_meanColdQtr";11,6736594372464
36;"temp_meanWarmQtr";19,1971274019538
36;"temp_seasonality";3,05058024163228
37;"elevation";30,3677096671084
37;"humidity_meanAnn";81
37;"precip_ann";1246,8660409455
37;"precip_driestQtr";241,072779417691
37;"precip_seasonality";25,6808103574465
37;"precip_wettestQtr";437,614194436269
37;"slope_deg";1,05621995444803
37;"temp_meanAnn";15,7581002855187
37;"temp_meanColdQtr";12,7170054834183
37;"temp_meanWarmQtr";19,5782168061766
37;"temp_seasonality";2,80748807804225
38;"elevation";24,6995496174742
38;"humidity_meanAnn";81,0024407852173
38;"precip_ann";1358,62245930716
38;"precip_driestQtr";265,345322148132
38;"precip_seasonality";25,0656848278046
38;"precip_wettestQtr";471,749464727783
38;"slope_deg";1,69569545242285
38;"temp_meanAnn";15,7101072229385
38;"temp_meanColdQtr";12,2474292277336
38;"temp_meanWarmQtr";19,5347490335464
38;"temp_seasonality";2,96697926008701
39;"elevation";52,6584414499752
39;"humidity_meanAnn";81,3834049797058
39;"precip_ann";1500,48655914799
39;"precip_driestQtr";301,226773391724
39;"precip_seasonality";24,3245458600998
39;"precip_wettestQtr";531,105289456177
39;"slope_deg";4,87778859359734
39;"temp_meanAnn";15,3897421088219
39;"temp_meanColdQtr";11,7069521262169
39;"temp_meanWarmQtr";19,2714437433243
39;"temp_seasonality";3,0737741920948
40;"elevation";66,4261167411487
40;"humidity_meanAnn";81,922905544281
40;"precip_ann";1613,16968729
40;"precip_driestQtr";320,323423648071
40;"precip_seasonality";24,4521325971603
40;"precip_wettestQtr";577,522576690674
40;"slope_deg";6,57095359810038
40;"temp_meanAnn";15,1510029847145
40;"temp_meanColdQtr";11,4270307290077
40;"temp_meanWarmQtr";19,0828698486328
40;"temp_seasonality";3,10923133113384
41;"elevation";77,2254874677086
41;"humidity_meanAnn";82,0102922737122
41;"precip_ann";1672,12768783364
41;"precip_driestQtr";331,086482391357
41;"precip_seasonality";24,658575387001
41;"precip_wettestQtr";610,929579675293
41;"slope_deg";6,81036534467748
41;"temp_meanAnn";14,9638288854599
41;"temp_meanColdQtr";11,2166066661835
41;"temp_meanWarmQtr";18,911532500267
41;"temp_seasonality";3,12109065907002
42;"elevation";100,444242430821
42;"humidity_meanAnn";81,9440448791407
42;"precip_ann";1690,86371502021
42;"precip_driestQtr";329,53582881459
42;"precip_seasonality";25,30246096139
42;"precip_wettestQtr";628,048926657353
42;"slope_deg";8,96746564896332
42;"temp_meanAnn";15,2510000341437
42;"temp_meanColdQtr";11,47933665777
42;"temp_meanWarmQtr";19,220450822018
42;"temp_seasonality";3,13204735046622
43;"elevation";123,950439265377
43;"humidity_meanAnn";81,9705177997935
43;"precip_ann";1639,25708744738
43;"precip_driestQtr";326,152667669895
43;"precip_seasonality";25,8920348611577
43;"precip_wettestQtr";639,899699758326
43;"slope_deg";8,49409736756104
43;"temp_meanAnn";15,0207636698178
43;"temp_meanColdQtr";11,1945607717303
43;"temp_meanWarmQtr";18,9881927881436
43;"temp_seasonality";3,15436764133161
44;"elevation";116,217919927833
44;"humidity_meanAnn";81,6945161327778
44;"precip_ann";1543,87775765082
44;"precip_driestQtr";285,128644231983
44;"precip_seasonality";28,0330878777157
44;"precip_wettestQtr";602,589368927366
44;"slope_deg";7,41252527308819
44;"temp_meanAnn";15,1021358121462
44;"temp_meanColdQtr";11,326135794515
44;"temp_meanWarmQtr";19,0749184871294
44;"temp_seasonality";3,12857837936241
45;"elevation";NA
45;"humidity_meanAnn";81,352158270247
45;"precip_ann";NA
45;"precip_driestQtr";233,599824067
45;"precip_seasonality";25,6987761900975
45;"precip_wettestQtr";431,299749458229
45;"slope_deg";NA
45;"temp_meanAnn";15,2846563741809
45;"temp_meanColdQtr";12,437376170368
45;"temp_meanWarmQtr";19,1201971075037
45;"temp_seasonality";2,70801242776624
46;"elevation";16,332911086011
46;"humidity_meanAnn";81,6620570621664
46;"precip_ann";1311,85988394011
46;"precip_driestQtr";257,953184950534
46;"precip_seasonality";24,7482574205403
46;"precip_wettestQtr";465,174658540328
46;"slope_deg";0,444122616102987
46;"temp_meanAnn";14,956378352605
46;"temp_meanColdQtr";12,0158802131454
46;"temp_meanWarmQtr";18,8386078202719
46;"temp_seasonality";2,77718756494288
47;"elevation";46,1483462049007
47;"humidity_meanAnn";81,8966669281006
47;"precip_ann";1451,03507322998
47;"precip_driestQtr";301,222520079041
47;"precip_seasonality";23,4856528951645
47;"precip_wettestQtr";524,283307962036
47;"slope_deg";3,30052798036565
47;"temp_meanAnn";14,6638552292824
47;"temp_meanColdQtr";11,4585546062469
47;"temp_meanWarmQtr";18,5836316394806
47;"temp_seasonality";2,89537569606304
48;"elevation";94,4676050331116
48;"humidity_meanAnn";82,1046920310974
48;"precip_ann";1633,3212171875
48;"precip_driestQtr";345,464091772461
48;"precip_seasonality";22,8894746479034
48;"precip_wettestQtr";588,831376190186
48;"slope_deg";6,05523712107316
48;"temp_meanAnn";14,4947939652443
48;"temp_meanColdQtr";11,0356293552399
48;"temp_meanWarmQtr";18,4357098321915
48;"temp_seasonality";3,00684119038582
49;"elevation";147,863116661263
49;"humidity_meanAnn";82,331798525238
49;"precip_ann";1774,48206853027
49;"precip_driestQtr";359,518943792725
49;"precip_seasonality";23,6633541660309
49;"precip_wettestQtr";631,403313012695
49;"slope_deg";9,57902545453757
49;"temp_meanAnn";14,3085196024895
49;"temp_meanColdQtr";10,9372020327568
49;"temp_meanWarmQtr";18,2966361489296
49;"temp_seasonality";2,99086355719566
50;"elevation";142,312927654648
50;"humidity_meanAnn";82,1154955001831
50;"precip_ann";1844,15320452881
50;"precip_driestQtr";328,77012649231
50;"precip_seasonality";24,7108109659195
50;"precip_wettestQtr";605,040868896484
50;"slope_deg";8,12131483837832
50;"temp_meanAnn";14,974530666256
50;"temp_meanColdQtr";11,0789258353233
50;"temp_meanWarmQtr";18,94392388134
50;"temp_seasonality";3,18200595626831
51;"elevation";97,044148240252
51;"humidity_meanAnn";82,5220113708496
51;"precip_ann";1899,52390740917
51;"precip_driestQtr";364,070160220337
51;"precip_seasonality";24,4752723276138
51;"precip_wettestQtr";684,722786303711
51;"slope_deg";7,19039645634189
51;"temp_meanAnn";14,4077134740829
51;"temp_meanColdQtr";10,7585887401581
51;"temp_meanWarmQtr";18,4062847070694
51;"temp_seasonality";3,11020359363556
52;"elevation";150,327183380318
52;"humidity_meanAnn";82,2982005981445
52;"precip_ann";1908,13040743408
52;"precip_driestQtr";365,653507754517
52;"precip_seasonality";26,7633438899994
52;"precip_wettestQtr";751,051585192871
52;"slope_deg";6,82180368834408
52;"temp_meanAnn";14,4261076342583
52;"temp_meanColdQtr";10,5904554060936
52;"temp_meanWarmQtr";18,3590744211197
52;"temp_seasonality";3,15372744619846
53;"elevation";94,9159037585884
53;"humidity_meanAnn";81,505354487114
53;"precip_ann";1723,53145052393
53;"precip_driestQtr";294,886587932436
53;"precip_seasonality";27,0902073884524
53;"precip_wettestQtr";613,335856580281
53;"slope_deg";4,56446463726762
53;"temp_meanAnn";15,1077835842318
53;"temp_meanColdQtr";11,0810258154757
53;"temp_meanWarmQtr";19,0741769957793
53;"temp_seasonality";3,23369479647385
54;"elevation";42,1930253023249
54;"humidity_meanAnn";81,5865405066279
54;"precip_ann";1524,59732214096
54;"precip_driestQtr";256,693079906572
54;"precip_seasonality";28,1068657378256
54;"precip_wettestQtr";547,01764795249
54;"slope_deg";4,14072126539081
54;"temp_meanAnn";15,5045093487904
54;"temp_meanColdQtr";11,7753369307398
54;"temp_meanWarmQtr";19,5103265519518
54;"temp_seasonality";3,12532699591351
55;"elevation";71,9948336629584
55;"humidity_meanAnn";82
55;"precip_ann";1463,25805199033
55;"precip_driestQtr";240,484378345997
55;"precip_seasonality";28,5411968930996
55;"precip_wettestQtr";512,995945536643
55;"slope_deg";11,1272629783267
55;"temp_meanAnn";15,4302010585017
55;"temp_meanColdQtr";11,9667701949032
55;"temp_meanWarmQtr";19,4581850722381
55;"temp_seasonality";3,04128949064444
56;"elevation";NA
56;"humidity_meanAnn";82,032526255736
56;"precip_ann";NA
56;"precip_driestQtr";221,838802089489
56;"precip_seasonality";27,157623570914
56;"precip_wettestQtr";452,519407102091
56;"slope_deg";NA
56;"temp_meanAnn";15,3404320372035
56;"temp_meanColdQtr";12,01810447387
56;"temp_meanWarmQtr";19,3695722268317
56;"temp_seasonality";2,98621034117221
57;"elevation";NA
57;"humidity_meanAnn";82,0116345312166
57;"precip_ann";NA
57;"precip_driestQtr";212,676913702406
57;"precip_seasonality";26,0564313858136
57;"precip_wettestQtr";419,453395973849
57;"slope_deg";NA
57;"temp_meanAnn";15,1521617915473
57;"temp_meanColdQtr";12,0167331641247
57;"temp_meanWarmQtr";19,2376965151289
57;"temp_seasonality";2,94483742328331
58;"elevation";87,6703976456979
58;"humidity_meanAnn";NA
58;"precip_ann";1297,61610023269
58;"precip_driestQtr";NA
58;"precip_seasonality";NA
58;"precip_wettestQtr";NA
58;"slope_deg";5,58208648085287
58;"temp_meanAnn";NA
58;"temp_meanColdQtr";NA
58;"temp_meanWarmQtr";NA
58;"temp_seasonality";NA
59;"elevation";160,291999250635
59;"humidity_meanAnn";81,9739879015981
59;"precip_ann";1436,01009174088
59;"precip_driestQtr";263,513138118519
59;"precip_seasonality";25,3558220368717
59;"precip_wettestQtr";482,414855486965
59;"slope_deg";8,44461138610655
59;"temp_meanAnn";14,888249735597
59;"temp_meanColdQtr";12,0683390251279
59;"temp_meanWarmQtr";18,8433728012654
59;"temp_seasonality";2,7473279384356
60;"elevation";174,917646723747
60;"humidity_meanAnn";81,9718495368758
60;"precip_ann";1618,28499797363
60;"precip_driestQtr";280,896429478786
60;"precip_seasonality";25,3233416303385
60;"precip_wettestQtr";510,910052278954
60;"slope_deg";9,05385035619587
60;"temp_meanAnn";15,1958204780855
60;"temp_meanColdQtr";12,0527280088599
60;"temp_meanWarmQtr";19,1440690385076
60;"temp_seasonality";2,87770904222559
61;"elevation";270,642908694839
61;"humidity_meanAnn";82,0710607292175
61;"precip_ann";1863,4579116333
61;"precip_driestQtr";334,660430322266
61;"precip_seasonality";23,673534826088
61;"precip_wettestQtr";583,551881854248
61;"slope_deg";12,7871670690566
61;"temp_meanAnn";14,8845140106201
61;"temp_meanColdQtr";11,3174532032013
61;"temp_meanWarmQtr";18,8363444541931
61;"temp_seasonality";3,04397006936073
62;"elevation";208,176617049217
62;"humidity_meanAnn";82,439647850942
62;"precip_ann";1876,81708284912
62;"precip_driestQtr";314,628144052703
62;"precip_seasonality";25,8349120549476
62;"precip_wettestQtr";582,350075920319
62;"slope_deg";11,1305550869523
62;"temp_meanAnn";14,9737813698948
62;"temp_meanColdQtr";11,3301575885363
62;"temp_meanWarmQtr";18,9796761631306
62;"temp_seasonality";3,08845164153487
63;"elevation";158,259285594559
63;"humidity_meanAnn";82,8705851049498
63;"precip_ann";1848,33479572754
63;"precip_driestQtr";300,588271404531
63;"precip_seasonality";24,5522900610428
63;"precip_wettestQtr";543,315522812623
63;"slope_deg";8,50575267961576
63;"temp_meanAnn";14,9504218478877
63;"temp_meanColdQtr";11,2557748980139
63;"temp_meanWarmQtr";18,9639821133757
63;"temp_seasonality";3,11383411392678
64;"elevation";253,571513953209
64;"humidity_meanAnn";82,7437696044922
64;"precip_ann";2144,13145836182
64;"precip_driestQtr";332,344515786743
64;"precip_seasonality";22,9977007003784
64;"precip_wettestQtr";590,965268066406
64;"slope_deg";12,1808255550742
64;"temp_meanAnn";14,702259390831
64;"temp_meanColdQtr";11,0317091448784
64;"temp_meanWarmQtr";18,7138793107986
64;"temp_seasonality";3,11297595713139
65;"elevation";232,148942891693
65;"humidity_meanAnn";82,7412252632141
65;"precip_ann";2222,5896722168
65;"precip_driestQtr";345,950055410767
65;"precip_seasonality";25,050045129776
65;"precip_wettestQtr";672,87995625
65;"slope_deg";4,46031971145421
65;"temp_meanAnn";14,353994261837
65;"temp_meanColdQtr";10,63446711483
65;"temp_meanWarmQtr";18,2743994853973
65;"temp_seasonality";3,11790115630627
66;"elevation";77,6871522604724
66;"humidity_meanAnn";82,016532019043
66;"precip_ann";1750,91405252514
66;"precip_driestQtr";291,121766540527
66;"precip_seasonality";25,4903004821777
66;"precip_wettestQtr";577,787077893066
66;"slope_deg";2,42041876162466
66;"temp_meanAnn";14,9304714071274
66;"temp_meanColdQtr";10,9635595890045
66;"temp_meanWarmQtr";18,8914139566422
66;"temp_seasonality";3,21123654716015
67;"elevation";30,8561975476255
67;"humidity_meanAnn";81,9996258751365
67;"precip_ann";1569,9596611057
67;"precip_driestQtr";267,066122211744
67;"precip_seasonality";26,4259667350605
67;"precip_wettestQtr";541,987720153992
67;"slope_deg";3,34861752156732
67;"temp_meanAnn";15,2494143392463
67;"temp_meanColdQtr";11,5627130219742
67;"temp_meanWarmQtr";19,2543370946262
67;"temp_seasonality";3,11636941847648
68;"elevation";56,2788460380057
68;"humidity_meanAnn";82
68;"precip_ann";1437,113152398
68;"precip_driestQtr";252,138882701161
68;"precip_seasonality";27,2950243121975
68;"precip_wettestQtr";518,284244143308
68;"slope_deg";8,45722146347926
68;"temp_meanAnn";15,409021189261
