"generative.model";"replicate";"node_from";"node_to";"value"
"dd01";1;"sp08";"sp20";0
"dd01";1;"sp08";"sp21";0
"dd01";1;"sp08";"sp22";0
"dd01";1;"sp08";"sp23";0
"dd01";1;"sp08";"sp24";0,886016450903054
"dd01";1;"sp08";"sp25";0
"dd01";1;"sp08";"sp26";0
"dd01";1;"sp08";"sp27";0
"dd01";1;"sp08";"sp28";0
"dd01";1;"sp08";"sp29";0
"dd01";1;"sp08";"sp30";0
"dd01";1;"sp09";"sp01";0,0348463185380355
"dd01";1;"sp09";"sp02";0
"dd01";1;"sp09";"sp03";0
"dd01";1;"sp09";"sp04";0
"dd01";1;"sp09";"sp05";0
"dd01";1;"sp09";"sp06";0
"dd01";1;"sp09";"sp07";0
"dd01";1;"sp09";"sp08";0,092196226814576
"dd01";1;"sp09";"sp09";1
"dd01";1;"sp09";"sp10";0
"dd01";1;"sp09";"sp11";0
"dd01";1;"sp09";"sp12";0
"dd01";1;"sp09";"sp13";0
"dd01";1;"sp09";"sp14";0,542750534935841
"dd01";1;"sp09";"sp15";0,59516977939404
"dd01";1;"sp09";"sp16";0
"dd01";1;"sp09";"sp17";0
"dd01";1;"sp09";"sp18";0
"dd01";1;"sp09";"sp19";0
"dd01";1;"sp09";"sp20";0
"dd01";1;"sp09";"sp21";0,222615706274052
"dd01";1;"sp09";"sp22";0
"dd01";1;"sp09";"sp23";0
"dd01";1;"sp09";"sp24";0
"dd01";1;"sp09";"sp25";0
"dd01";1;"sp09";"sp26";0
"dd01";1;"sp09";"sp27";0
"dd01";1;"sp09";"sp28";0,6802257942754
"dd01";1;"sp09";"sp29";0
"dd01";1;"sp09";"sp30";0
"dd01";1;"sp10";"sp01";0
"dd01";1;"sp10";"sp02";0
"dd01";1;"sp10";"sp03";0
"dd01";1;"sp10";"sp04";0
"dd01";1;"sp10";"sp05";0
"dd01";1;"sp10";"sp06";0
"dd01";1;"sp10";"sp07";0
"dd01";1;"sp10";"sp08";0
"dd01";1;"sp10";"sp09";0
"dd01";1;"sp10";"sp10";1
"dd01";1;"sp10";"sp11";1,02799252344524
"dd01";1;"sp10";"sp12";0,724240859820134
"dd01";1;"sp10";"sp13";0
"dd01";1;"sp10";"sp14";0
"dd01";1;"sp10";"sp15";0
"dd01";1;"sp10";"sp16";0
"dd01";1;"sp10";"sp17";0
"dd01";1;"sp10";"sp18";0
"dd01";1;"sp10";"sp19";0
"dd01";1;"sp10";"sp20";0
"dd01";1;"sp10";"sp21";0
"dd01";1;"sp10";"sp22";0
"dd01";1;"sp10";"sp23";0
"dd01";1;"sp10";"sp24";0
"dd01";1;"sp10";"sp25";0
"dd01";1;"sp10";"sp26";0
"dd01";1;"sp10";"sp27";0
"dd01";1;"sp10";"sp28";0
"dd01";1;"sp10";"sp29";0,726147308805395
"dd01";1;"sp10";"sp30";0
"dd01";1;"sp11";"sp01";0
"dd01";1;"sp11";"sp02";0
"dd01";1;"sp11";"sp03";0
"dd01";1;"sp11";"sp04";0
"dd01";1;"sp11";"sp05";0
"dd01";1;"sp11";"sp06";0
"dd01";1;"sp11";"sp07";0
"dd01";1;"sp11";"sp08";0
"dd01";1;"sp11";"sp09";0
"dd01";1;"sp11";"sp10";1,05484357462394
"dd01";1;"sp11";"sp11";1
"dd01";1;"sp11";"sp12";0
"dd01";1;"sp11";"sp13";0
"dd01";1;"sp11";"sp14";0
"dd01";1;"sp11";"sp15";0
"dd01";1;"sp11";"sp16";0
"dd01";1;"sp11";"sp17";0
"dd01";1;"sp11";"sp18";0
"dd01";1;"sp11";"sp19";0
"dd01";1;"sp11";"sp20";0
"dd01";1;"sp11";"sp21";0
"dd01";1;"sp11";"sp22";0
"dd01";1;"sp11";"sp23";0
"dd01";1;"sp11";"sp24";0
"dd01";1;"sp11";"sp25";0
"dd01";1;"sp11";"sp26";0
"dd01";1;"sp11";"sp27";0
"dd01";1;"sp11";"sp28";0
"dd01";1;"sp11";"sp29";0
"dd01";1;"sp11";"sp30";0
"dd01";1;"sp12";"sp01";0
"dd01";1;"sp12";"sp02";0
"dd01";1;"sp12";"sp03";0
"dd01";1;"sp12";"sp04";0
"dd01";1;"sp12";"sp05";0,261031673360789
"dd01";1;"sp12";"sp06";0
"dd01";1;"sp12";"sp07";0
"dd01";1;"sp12";"sp08";0
"dd01";1;"sp12";"sp09";0
"dd01";1;"sp12";"sp10";0,0251509007174721
"dd01";1;"sp12";"sp11";0
"dd01";1;"sp12";"sp12";1
"dd01";1;"sp12";"sp13";0
"dd01";1;"sp12";"sp14";0
"dd01";1;"sp12";"sp15";0
"dd01";1;"sp12";"sp16";0
"dd01";1;"sp12";"sp17";0
"dd01";1;"sp12";"sp18";0,502534388869186
"dd01";1;"sp12";"sp19";0
"dd01";1;"sp12";"sp20";0
"dd01";1;"sp12";"sp21";0
"dd01";1;"sp12";"sp22";0
"dd01";1;"sp12";"sp23";0
"dd01";1;"sp12";"sp24";0
"dd01";1;"sp12";"sp25";0
"dd01";1;"sp12";"sp26";0
"dd01";1;"sp12";"sp27";0
"dd01";1;"sp12";"sp28";0
"dd01";1;"sp12";"sp29";0
"dd01";1;"sp12";"sp30";0
"dd01";1;"sp13";"sp01";0
"dd01";1;"sp13";"sp02";0
"dd01";1;"sp13";"sp03";0
"dd01";1;"sp13";"sp04";0,142947749081176
"dd01";1;"sp13";"sp05";0
"dd01";1;"sp13";"sp06";0
"dd01";1;"sp13";"sp07";0
"dd01";1;"sp13";"sp08";0
"dd01";1;"sp13";"sp09";0
"dd01";1;"sp13";"sp10";0
"dd01";1;"sp13";"sp11";0
"dd01";1;"sp13";"sp12";0
"dd01";1;"sp13";"sp13";1
"dd01";1;"sp13";"sp14";0
"dd01";1;"sp13";"sp15";0
"dd01";1;"sp13";"sp16";0
"dd01";1;"sp13";"sp17";0
"dd01";1;"sp13";"sp18";0
"dd01";1;"sp13";"sp19";0
"dd01";1;"sp13";"sp20";0
"dd01";1;"sp13";"sp21";0
"dd01";1;"sp13";"sp22";0
"dd01";1;"sp13";"sp23";0,164187293111198
"dd01";1;"sp13";"sp24";0
"dd01";1;"sp13";"sp25";0,679061888798981
"dd01";1;"sp13";"sp26";0
"dd01";1;"sp13";"sp27";0
"dd01";1;"sp13";"sp28";0
"dd01";1;"sp13";"sp29";0
"dd01";1;"sp13";"sp30";0
"dd01";1;"sp14";"sp01";0
"dd01";1;"sp14";"sp02";0
"dd01";1;"sp14";"sp03";0
"dd01";1;"sp14";"sp04";0
"dd01";1;"sp14";"sp05";0
"dd01";1;"sp14";"sp06";0,888127942302797
"dd01";1;"sp14";"sp07";0
"dd01";1;"sp14";"sp08";0
"dd01";1;"sp14";"sp09";0,7233189963867
"dd01";1;"sp14";"sp10";0
"dd01";1;"sp14";"sp11";0
"dd01";1;"sp14";"sp12";0
"dd01";1;"sp14";"sp13";0
"dd01";1;"sp14";"sp14";1
"dd01";1;"sp14";"sp15";0
"dd01";1;"sp14";"sp16";0
"dd01";1;"sp14";"sp17";0,426679552971088
"dd01";1;"sp14";"sp18";0
"dd01";1;"sp14";"sp19";0
"dd01";1;"sp14";"sp20";0
"dd01";1;"sp14";"sp21";0,375268704924358
"dd01";1;"sp14";"sp22";0
"dd01";1;"sp14";"sp23";0
"dd01";1;"sp14";"sp24";0
"dd01";1;"sp14";"sp25";0
"dd01";1;"sp14";"sp26";0
"dd01";1;"sp14";"sp27";0
"dd01";1;"sp14";"sp28";0,357106070214537
"dd01";1;"sp14";"sp29";0
"dd01";1;"sp14";"sp30";0
"dd01";1;"sp15";"sp01";0
"dd01";1;"sp15";"sp02";0
"dd01";1;"sp15";"sp03";0
"dd01";1;"sp15";"sp04";0
"dd01";1;"sp15";"sp05";0
"dd01";1;"sp15";"sp06";0
"dd01";1;"sp15";"sp07";0
"dd01";1;"sp15";"sp08";0
"dd01";1;"sp15";"sp09";0,222982229080217
"dd01";1;"sp15";"sp10";0
"dd01";1;"sp15";"sp11";0
"dd01";1;"sp15";"sp12";0
"dd01";1;"sp15";"sp13";0
"dd01";1;"sp15";"sp14";0
"dd01";1;"sp15";"sp15";1
"dd01";1;"sp15";"sp16";0
"dd01";1;"sp15";"sp17";0
"dd01";1;"sp15";"sp18";0
"dd01";1;"sp15";"sp19";0
"dd01";1;"sp15";"sp20";0
"dd01";1;"sp15";"sp21";0
"dd01";1;"sp15";"sp22";0,668157213190058
"dd01";1;"sp15";"sp23";0
"dd01";1;"sp15";"sp24";0
"dd01";1;"sp15";"sp25";0
"dd01";1;"sp15";"sp26";0
"dd01";1;"sp15";"sp27";0
"dd01";1;"sp15";"sp28";0
"dd01";1;"sp15";"sp29";0
"dd01";1;"sp15";"sp30";0
"dd01";1;"sp16";"sp01";0,428845293368601
"dd01";1;"sp16";"sp02";0
"dd01";1;"sp16";"sp03";0
"dd01";1;"sp16";"sp04";0
"dd01";1;"sp16";"sp05";0
"dd01";1;"sp16";"sp06";0
"dd01";1;"sp16";"sp07";0
"dd01";1;"sp16";"sp08";1,22222290640784
"dd01";1;"sp16";"sp09";0
"dd01";1;"sp16";"sp10";0
"dd01";1;"sp16";"sp11";0
"dd01";1;"sp16";"sp12";0
"dd01";1;"sp16";"sp13";0
"dd01";1;"sp16";"sp14";0
"dd01";1;"sp16";"sp15";0
"dd01";1;"sp16";"sp16";1
"dd01";1;"sp16";"sp17";0
"dd01";1;"sp16";"sp18";0
"dd01";1;"sp16";"sp19";0
"dd01";1;"sp16";"sp20";0
"dd01";1;"sp16";"sp21";0
"dd01";1;"sp16";"sp22";0
"dd01";1;"sp16";"sp23";0,119656325373947
"dd01";1;"sp16";"sp24";0,142581331696698
"dd01";1;"sp16";"sp25";0
"dd01";1;"sp16";"sp26";0,84129539096852
"dd01";1;"sp16";"sp27";0
"dd01";1;"sp16";"sp28";0
"dd01";1;"sp16";"sp29";0
"dd01";1;"sp16";"sp30";0
"dd01";1;"sp17";"sp01";0
"dd01";1;"sp17";"sp02";0
"dd01";1;"sp17";"sp03";0
"dd01";1;"sp17";"sp04";0
"dd01";1;"sp17";"sp05";0,439900815784904
"dd01";1;"sp17";"sp06";0
"dd01";1;"sp17";"sp07";0
"dd01";1;"sp17";"sp08";0
"dd01";1;"sp17";"sp09";0
"dd01";1;"sp17";"sp10";0
"dd01";1;"sp17";"sp11";0
"dd01";1;"sp17";"sp12";0
"dd01";1;"sp17";"sp13";0
"dd01";1;"sp17";"sp14";0,0131224162926815
"dd01";1;"sp17";"sp15";0
"dd01";1;"sp17";"sp16";0
"dd01";1;"sp17";"sp17";1
"dd01";1;"sp17";"sp18";0
"dd01";1;"sp17";"sp19";0
"dd01";1;"sp17";"sp20";0
"dd01";1;"sp17";"sp21";0
"dd01";1;"sp17";"sp22";0
"dd01";1;"sp17";"sp23";0
"dd01";1;"sp17";"sp24";0
"dd01";1;"sp17";"sp25";0
"dd01";1;"sp17";"sp26";0
"dd01";1;"sp17";"sp27";0
"dd01";1;"sp17";"sp28";0
"dd01";1;"sp17";"sp29";0
"dd01";1;"sp17";"sp30";1,03776063139
"dd01";1;"sp18";"sp01";0
"dd01";1;"sp18";"sp02";0
"dd01";1;"sp18";"sp03";0
"dd01";1;"sp18";"sp04";0
"dd01";1;"sp18";"sp05";0
"dd01";1;"sp18";"sp06";0
"dd01";1;"sp18";"sp07";0
"dd01";1;"sp18";"sp08";0
"dd01";1;"sp18";"sp09";0
"dd01";1;"sp18";"sp10";0
"dd01";1;"sp18";"sp11";0
"dd01";1;"sp18";"sp12";0,998526200572735
"dd01";1;"sp18";"sp13";0
"dd01";1;"sp18";"sp14";0
"dd01";1;"sp18";"sp15";0
"dd01";1;"sp18";"sp16";0
"dd01";1;"sp18";"sp17";0
"dd01";1;"sp18";"sp18";1
"dd01";1;"sp18";"sp19";0,265814119046124
"dd01";1;"sp18";"sp20";0
"dd01";1;"sp18";"sp21";0
"dd01";1;"sp18";"sp22";0
"dd01";1;"sp18";"sp23";0
"dd01";1;"sp18";"sp24";0,667750199695126
"dd01";1;"sp18";"sp25";0
"dd01";1;"sp18";"sp26";0
"dd01";1;"sp18";"sp27";0
"dd01";1;"sp18";"sp28";0
"dd01";1;"sp18";"sp29";0
"dd01";1;"sp18";"sp30";0
"dd01";1;"sp19";"sp01";0
"dd01";1;"sp19";"sp02";0,904804986503504
"dd01";1;"sp19";"sp03";0
"dd01";1;"sp19";"sp04";0
"dd01";1;"sp19";"sp05";0
"dd01";1;"sp19";"sp06";0
"dd01";1;"sp19";"sp07";0
"dd01";1;"sp19";"sp08";0
"dd01";1;"sp19";"sp09";0
"dd01";1;"sp19";"sp10";0
"dd01";1;"sp19";"sp11";0
"dd01";1;"sp19";"sp12";0
"dd01";1;"sp19";"sp13";0
"dd01";1;"sp19";"sp14";0
"dd01";1;"sp19";"sp15";0
"dd01";1;"sp19";"sp16";0
"dd01";1;"sp19";"sp17";0
"dd01";1;"sp19";"sp18";0,557209407935897
"dd01";1;"sp19";"sp19";1
"dd01";1;"sp19";"sp20";0
"dd01";1;"sp19";"sp21";0,674174896321815
"dd01";1;"sp19";"sp22";0
"dd01";1;"sp19";"sp23";0
"dd01";1;"sp19";"sp24";0
"dd01";1;"sp19";"sp25";0
"dd01";1;"sp19";"sp26";0
"dd01";1;"sp19";"sp27";0
"dd01";1;"sp19";"sp28";0
"dd01";1;"sp19";"sp29";1,39969184740047
"dd01";1;"sp19";"sp30";1,01491023411956
"dd01";1;"sp20";"sp01";0
"dd01";1;"sp20";"sp02";0
"dd01";1;"sp20";"sp03";0
"dd01";1;"sp20";"sp04";0
"dd01";1;"sp20";"sp05";0,319587133663983
"dd01";1;"sp20";"sp06";0
"dd01";1;"sp20";"sp07";0
"dd01";1;"sp20";"sp08";0
"dd01";1;"sp20";"sp09";0
"dd01";1;"sp20";"sp10";0
"dd01";1;"sp20";"sp11";0
"dd01";1;"sp20";"sp12";0
"dd01";1;"sp20";"sp13";0
"dd01";1;"sp20";"sp14";0
"dd01";1;"sp20";"sp15";0
"dd01";1;"sp20";"sp16";0
"dd01";1;"sp20";"sp17";0
"dd01";1;"sp20";"sp18";0
"dd01";1;"sp20";"sp19";0
"dd01";1;"sp20";"sp20";1
"dd01";1;"sp20";"sp21";0,279831890708962
"dd01";1;"sp20";"sp22";0
"dd01";1;"sp20";"sp23";0
"dd01";1;"sp20";"sp24";0
"dd01";1;"sp20";"sp25";0,606224464529489
"dd01";1;"sp20";"sp26";0
"dd01";1;"sp20";"sp27";0
"dd01";1;"sp20";"sp28";0
"dd01";1;"sp20";"sp29";0,124129995835826
"dd01";1;"sp20";"sp30";0
"dd01";1;"sp21";"sp01";0
"dd01";1;"sp21";"sp02";0
"dd01";1;"sp21";"sp03";0
"dd01";1;"sp21";"sp04";1,00664372883974
"dd01";1;"sp21";"sp05";0
"dd01";1;"sp21";"sp06";0
"dd01";1;"sp21";"sp07";0
"dd01";1;"sp21";"sp08";0
"dd01";1;"sp21";"sp09";0,139655093025456
"dd01";1;"sp21";"sp10";0
"dd01";1;"sp21";"sp11";0
"dd01";1;"sp21";"sp12";0
"dd01";1;"sp21";"sp13";0
"dd01";1;"sp21";"sp14";0,314366149349182
"dd01";1;"sp21";"sp15";0
"dd01";1;"sp21";"sp16";0
"dd01";1;"sp21";"sp17";0
"dd01";1;"sp21";"sp18";0
"dd01";1;"sp21";"sp19";1,58574518900448
"dd01";1;"sp21";"sp20";0,557091516323506
"dd01";1;"sp21";"sp21";1
"dd01";1;"sp21";"sp22";0
"dd01";1;"sp21";"sp23";0
"dd01";1;"sp21";"sp24";0
"dd01";1;"sp21";"sp25";0
"dd01";1;"sp21";"sp26";0
"dd01";1;"sp21";"sp27";0,697826096452474
"dd01";1;"sp21";"sp28";0
"dd01";1;"sp21";"sp29";0
"dd01";1;"sp21";"sp30";0
"dd01";1;"sp22";"sp01";0
"dd01";1;"sp22";"sp02";0
"dd01";1;"sp22";"sp03";0
"dd01";1;"sp22";"sp04";0
"dd01";1;"sp22";"sp05";0
"dd01";1;"sp22";"sp06";0
"dd01";1;"sp22";"sp07";0
"dd01";1;"sp22";"sp08";0
"dd01";1;"sp22";"sp09";0
"dd01";1;"sp22";"sp10";0
"dd01";1;"sp22";"sp11";0
"dd01";1;"sp22";"sp12";0
"dd01";1;"sp22";"sp13";0
"dd01";1;"sp22";"sp14";0
"dd01";1;"sp22";"sp15";0,246607336069027
"dd01";1;"sp22";"sp16";0
"dd01";1;"sp22";"sp17";0
"dd01";1;"sp22";"sp18";0
"dd01";1;"sp22";"sp19";0
"dd01";1;"sp22";"sp20";0
"dd01";1;"sp22";"sp21";0
"dd01";1;"sp22";"sp22";1
"dd01";1;"sp22";"sp23";0
"dd01";1;"sp22";"sp24";0
"dd01";1;"sp22";"sp25";0
"dd01";1;"sp22";"sp26";0
"dd01";1;"sp22";"sp27";0
"dd01";1;"sp22";"sp28";0
"dd01";1;"sp22";"sp29";0
"dd01";1;"sp22";"sp30";0
"dd01";1;"sp23";"sp01";0
"dd01";1;"sp23";"sp02";0
"dd01";1;"sp23";"sp03";0
"dd01";1;"sp23";"sp04";0,248961238770985
"dd01";1;"sp23";"sp05";0,369474510021434
"dd01";1;"sp23";"sp06";0
"dd01";1;"sp23";"sp07";0
"dd01";1;"sp23";"sp08";0
"dd01";1;"sp23";"sp09";0
"dd01";1;"sp23";"sp10";0
"dd01";1;"sp23";"sp11";0
"dd01";1;"sp23";"sp12";0
"dd01";1;"sp23";"sp13";0,421489012456889
"dd01";1;"sp23";"sp14";0
"dd01";1;"sp23";"sp15";0
"dd01";1;"sp23";"sp16";0,563052844152916
"dd01";1;"sp23";"sp17";0
"dd01";1;"sp23";"sp18";0
"dd01";1;"sp23";"sp19";0
"dd01";1;"sp23";"sp20";0
"dd01";1;"sp23";"sp21";0
"dd01";1;"sp23";"sp22";0
"dd01";1;"sp23";"sp23";1
"dd01";1;"sp23";"sp24";0
"dd01";1;"sp23";"sp25";0
"dd01";1;"sp23";"sp26";0
"dd01";1;"sp23";"sp27";0
"dd01";1;"sp23";"sp28";0
"dd01";1;"sp23";"sp29";0
"dd01";1;"sp23";"sp30";0
"dd01";1;"sp24";"sp01";0
"dd01";1;"sp24";"sp02";0,086742159372869
"dd01";1;"sp24";"sp03";0,436987943123855
"dd01";1;"sp24";"sp04";0
"dd01";1;"sp24";"sp05";0
"dd01";1;"sp24";"sp06";0
"dd01";1;"sp24";"sp07";0
"dd01";1;"sp24";"sp08";0,384465298356482
"dd01";1;"sp24";"sp09";0
"dd01";1;"sp24";"sp10";0
"dd01";1;"sp24";"sp11";0
"dd01";1;"sp24";"sp12";0
"dd01";1;"sp24";"sp13";0
"dd01";1;"sp24";"sp14";0
"dd01";1;"sp24";"sp15";0
"dd01";1;"sp24";"sp16";0,298495895596229
"dd01";1;"sp24";"sp17";0
